Ticker,Date/Time,Open,High,Low,Close,Volume,Open Interest
HPG,1/22/2020 9:15,21.15,21.19,21.15,21.19,59390,0
HPG,1/22/2020 9:16,21.19,21.19,21.15,21.19,87960,0
HPG,1/22/2020 9:17,21.19,21.19,21.15,21.19,62120,0
HPG,1/22/2020 9:18,21.19,21.19,21.15,21.19,45880,0
HPG,1/22/2020 9:19,21.19,21.19,21.15,21.15,45190,0
HPG,1/22/2020 9:20,21.15,21.15,21.15,21.15,7120,0
HPG,1/22/2020 9:21,21.19,21.19,21.15,21.19,15390,0
HPG,1/22/2020 9:22,21.19,21.19,21.19,21.19,30250,0
HPG,1/30/2020 9:15,20.9,20.94,20.9,20.94,285990,0
HPG,1/30/2020 9:16,21.03,21.03,20.94,21.03,35760,0
HPG,1/30/2020 9:17,21.03,21.03,20.94,20.98,148550,0
HPG,1/30/2020 9:18,20.94,20.98,20.94,20.94,80540,0
HPG,1/30/2020 9:19,20.94,20.98,20.9,20.9,129560,0
HPG,1/30/2020 9:20,20.94,20.94,20.9,20.94,45330,0
HPG,1/30/2020 9:21,20.94,20.94,20.9,20.94,103370,0
HPG,1/30/2020 9:22,20.94,20.98,20.94,20.94,45280,0
HPG,1/30/2020 9:23,20.98,21.03,20.94,21.03,97030,0
HPG,1/30/2020 9:24,21.07,21.11,20.98,21.03,100930,0
HPG,1/30/2020 9:25,21.03,21.11,21.03,21.07,119170,0
HPG,1/30/2020 9:26,21.07,21.11,21.07,21.07,108520,0
HPG,1/30/2020 9:27,21.11,21.11,21.07,21.11,43430,0
HPG,1/30/2020 9:28,21.11,21.11,21.07,21.07,70050,0
HPG,1/30/2020 9:29,21.07,21.11,21.07,21.11,103460,0
HPG,1/30/2020 9:30,21.11,21.15,21.11,21.11,36520,0
HPG,1/30/2020 9:31,21.11,21.11,21.11,21.11,23720,0
HPG,1/30/2020 9:32,21.11,21.19,21.11,21.15,120270,0
HPG,1/30/2020 9:33,21.15,21.19,21.15,21.19,52530,0
HPG,1/30/2020 9:34,21.19,21.19,21.11,21.11,201320,0
HPG,1/30/2020 9:35,21.11,21.15,21.07,21.11,7460,0
HPG,1/30/2020 9:36,21.11,21.15,21.07,21.11,124140,0
HPG,1/30/2020 9:37,21.11,21.11,21.03,21.07,81810,0
HPG,1/30/2020 9:38,21.07,21.07,21.03,21.07,60980,0
